ASIC_Channel PAD_Channel
1 53
2 54
3 55
4 56
5 57
6 58
7 59
8 60
9 61
10 62
11 40
12 41
13 42
14 43
15 44
16 45
17 46
18 47
19 48
20 49
21 50
22 27
23 28
24 29
25 30
26 31
27 32
28 33
29 34
30 35
31 36
32 37
33 14
34 15
35 16
36 17
37 18
38 19
39 20
40 21
41 22
42 23
43 24
44 1
45 2
46 3
47 4
48 5
49 6
50 7
51 8
52 9
53 10
54 11
55 64
56 63
57 52
58 51
59 39
60 38
61 26
62 25
63 13
64 12
