ASIC_Channel PAD_Channel
1 64
2 63
3 61
4 62
5 59
6 60
7 57
8 58
9 55
10 56
11 53
12 54
13 49
14 48
15 51
16 50
17 47
18 52
19 45
20 46
21 43
22 44
23 41
24 42
25 33
26 40
27 35
28 34
29 37
30 36
31 39
32 38
33 23
34 24
35 21
36 22
37 19
38 20
39 25
40 18
41 27
42 26
43 29
44 28
45 31
46 30
47 7
48 32
49 5
50 6
51 3
52 4
53 9
54 8
55 11
56 10
57 13
58 12
59 15
60 14
61 17
62 16
63 1
64 2
