ASIC_Channel PAD_Channel
1 11
2 12
3 9
4 10
5 7
6 8
7 5
8 6
9 3
10 4
11 24
12 25
13 22
14 23
15 20
16 21
17 18
18 19
19 16
20 17
21 38
22 15
23 36
24 37
25 34
26 35
27 32
28 33
29 30
30 31
31 28
32 29
33 50
34 51
35 48
36 49
37 46
38 47
39 44
40 45
41 42
42 43
43 64
44 41
45 62
46 63
47 60
48 61
49 58
50 59
51 56
52 57
53 54
54 55
55 1
56 2
57 13
58 14
59 26
60 27
61 39
62 40
63 52
64 53
