ASIC_Channel PAD_Channel
1 2
2 1
3 3
4 4
5 5
6 6
7 7
8 8
9 9
10 10
11 11
12 12
13 17
14 16
15 15
16 14
17 13
18 18
19 19
20 20
21 21
22 22
23 23
24 24
25 25
26 32
27 31
28 30
29 29
30 28
31 27
32 26
33 41
34 42
35 43
36 44
37 45
38 46
39 47
40 40
41 39
42 38
43 37
44 36
45 35
46 34
47 33
48 58
49 59
50 60
51 61
52 62
53 57
54 56
55 55
56 54
57 53
58 52
59 51
60 50
61 49
62 48
63 63
64 64
