# File: D:\MyProject\SDHCAL_DAQ\PCB&Schematic\SDHCalFEB\Capture\Pad30x30V2.csv
# Generated on: Wednesday Dec 05 09:44:16 2018

Pin Number, Signal Name, Direction, IO Standard, Drive (mA), Slew Rate, Termination, IOB Delay, Diff Type, Diff Pair, Swap Group
L29,GEM_OUT_H<18>,OUTPUT,,,,,,,,
L30,GEM_OUT_H<15>,OUTPUT,,,,,,,,
M25,GEM_OUT_H<29>,OUTPUT,,,,,,,,
M26,GEM_OUT_H<28>,OUTPUT,,,,,,,,
M27,GEM_OUT_H<27>,OUTPUT,,,,,,,,
M28,GEM_OUT_H<25>,OUTPUT,,,,,,,,
M29,GEM_OUT_H<31>,OUTPUT,,,,,,,,
M30,GEM_OUT_H<26>,OUTPUT,,,,,,,,
N25,GEM_OUT_H<37>,OUTPUT,,,,,,,,
N26,GEM_OUT_H<38>,OUTPUT,,,,,,,,
N27,GEM_OUT_H<39>,OUTPUT,,,,,,,,
N28,GEM_OUT_H<40>,OUTPUT,,,,,,,,
N29,GEM_OUT_H<36>,OUTPUT,,,,,,,,
N30,GEM_OUT_H<34>,OUTPUT,,,,,,,,
P25,GEM_OUT_H<47>,OUTPUT,,,,,,,,
P26,GEM_OUT_H<48>,OUTPUT,,,,,,,,
P27,GEM_OUT_H<49>,OUTPUT,,,,,,,,
P28,GEM_OUT_H<45>,OUTPUT,,,,,,,,
P29,GEM_OUT_H<42>,OUTPUT,,,,,,,,
P30,GEM_OUT_H<50>,OUTPUT,,,,,,,,
Q25,GEM_OUT_H<61>,OUTPUT,,,,,,,,
Q26,GEM_OUT_H<62>,OUTPUT,,,,,,,,
Q27,GEM_OUT_H<63>,OUTPUT,,,,,,,,
Q28,GEM_OUT_H<64>,OUTPUT,,,,,,,,
Q29,GEM_OUT_H<56>,OUTPUT,,,,,,,,
Q30,GEM_OUT_H<53>,OUTPUT,,,,,,,,
R25,GEM_OUT_H<60>,OUTPUT,,,,,,,,
R26,GEM_OUT_H<59>,OUTPUT,,,,,,,,
R27,GEM_OUT_H<58>,OUTPUT,,,,,,,,
R28,GEM_OUT_H<57>,OUTPUT,,,,,,,,
R29,GEM_OUT_H<55>,OUTPUT,,,,,,,,
R30,GEM_OUT_H<54>,OUTPUT,,,,,,,,
S17,GEM_OUT_K<2>,OUTPUT,,,,,,,,
S18,GEM_OUT_K<4>,OUTPUT,,,,,,,,
S19,GEM_SIGNAL_S19,OUTPUT,,,,,,,,
S20,GEM_OUT_K<8>,OUTPUT,,,,,,,,
S21,GEM_OUT_K<10>,OUTPUT,,,,,,,,
S22,GEM_OUT_K<11>,OUTPUT,,,,,,,,
S23,GEM_OUT_K<13>,OUTPUT,,,,,,,,
S24,GEM_OUT_K<14>,OUTPUT,,,,,,,,
T17,GEM_OUT_K<1>,OUTPUT,,,,,,,,
T18,GEM_OUT_K<3>,OUTPUT,,,,,,,,
T19,GEM_OUT_K<5>,OUTPUT,,,,,,,,
T20,GEM_OUT_K<7>,OUTPUT,,,,,,,,
T21,GEM_OUT_K<9>,OUTPUT,,,,,,,,
T22,GEM_OUT_K<12>,OUTPUT,,,,,,,,
T23,GEM_OUT_K<16>,OUTPUT,,,,,,,,
T24,GEM_OUT_K<17>,OUTPUT,,,,,,,,
U17,GEM_OUT_K<24>,OUTPUT,,,,,,,,
U18,GEM_OUT_K<23>,OUTPUT,,,,,,,,
U19,GEM_OUT_K<22>,OUTPUT,,,,,,,,
U20,GEM_OUT_K<21>,OUTPUT,,,,,,,,
U21,GEM_OUT_K<18>,OUTPUT,,,,,,,,
U22,GEM_OUT_K<15>,OUTPUT,,,,,,,,
U23,GEM_OUT_K<19>,OUTPUT,,,,,,,,
U24,GEM_OUT_K<20>,OUTPUT,,,,,,,,
V17,GEM_OUT_K<29>,OUTPUT,,,,,,,,
V18,GEM_OUT_K<28>,OUTPUT,,,,,,,,
V19,GEM_OUT_K<27>,OUTPUT,,,,,,,,
V20,GEM_OUT_K<31>,OUTPUT,,,,,,,,
V21,GEM_OUT_K<25>,OUTPUT,,,,,,,,
V22,GEM_OUT_K<26>,OUTPUT,,,,,,,,
V23,GEM_OUT_K<30>,OUTPUT,,,,,,,,
V24,GEM_OUT_K<32>,OUTPUT,,,,,,,,
W17,GEM_OUT_K<37>,OUTPUT,,,,,,,,
W18,GEM_OUT_K<38>,OUTPUT,,,,,,,,
W19,GEM_OUT_K<39>,OUTPUT,,,,,,,,
W20,GEM_OUT_K<36>,OUTPUT,,,,,,,,
W21,GEM_OUT_K<34>,OUTPUT,,,,,,,,
W22,GEM_OUT_K<40>,OUTPUT,,,,,,,,
W23,GEM_OUT_K<35>,OUTPUT,,,,,,,,
W24,GEM_OUT_K<33>,OUTPUT,,,,,,,,
Y17,GEM_OUT_K<47>,OUTPUT,,,,,,,,
Y18,GEM_OUT_K<48>,OUTPUT,,,,,,,,
Y19,GEM_OUT_K<49>,OUTPUT,,,,,,,,
Y20,GEM_OUT_K<45>,OUTPUT,,,,,,,,
Y21,GEM_OUT_K<42>,OUTPUT,,,,,,,,
Y22,GEM_OUT_K<50>,OUTPUT,,,,,,,,
Y23,GEM_OUT_K<44>,OUTPUT,,,,,,,,
Y24,GEM_OUT_K<41>,OUTPUT,,,,,,,,
Z17,GEM_OUT_K<61>,OUTPUT,,,,,,,,
Z18,GEM_OUT_K<62>,OUTPUT,,,,,,,,
Z19,GEM_OUT_K<63>,OUTPUT,,,,,,,,
Z20,GEM_OUT_K<64>,OUTPUT,,,,,,,,
Z21,GEM_OUT_K<56>,OUTPUT,,,,,,,,
Z22,GEM_OUT_K<53>,OUTPUT,,,,,,,,
Z23,GEM_OUT_K<46>,OUTPUT,,,,,,,,
Z24,GEM_OUT_K<43>,OUTPUT,,,,,,,,
AA17,GEM_OUT_K<60>,OUTPUT,,,,,,,,
AA18,GEM_OUT_K<59>,OUTPUT,,,,,,,,
AA19,GEM_OUT_K<58>,OUTPUT,,,,,,,,
AA20,GEM_OUT_K<57>,OUTPUT,,,,,,,,
AA21,GEM_OUT_K<55>,OUTPUT,,,,,,,,
AA22,GEM_OUT_K<54>,OUTPUT,,,,,,,,
AA23,GEM_OUT_K<52>,OUTPUT,,,,,,,,
AA24,GEM_OUT_K<51>,OUTPUT,,,,,,,,
AB9,GEM_OUT_N<2>,OUTPUT,,,,,,,,
AB10,GEM_OUT_N<4>,OUTPUT,,,,,,,,
AB11,GEM_OUT_N<6>,OUTPUT,,,,,,,,
AB12,GEM_OUT_N<8>,OUTPUT,,,,,,,,
AB13,GEM_OUT_N<10>,OUTPUT,,,,,,,,
AB14,GEM_OUT_N<11>,OUTPUT,,,,,,,,
AB15,GEM_OUT_N<13>,OUTPUT,,,,,,,,
AB16,GEM_OUT_N<14>,OUTPUT,,,,,,,,
AC9,GEM_OUT_N<1>,OUTPUT,,,,,,,,
AC10,GEM_OUT_N<3>,OUTPUT,,,,,,,,
AC11,GEM_OUT_N<5>,OUTPUT,,,,,,,,
AC12,GEM_OUT_N<7>,OUTPUT,,,,,,,,
AC13,GEM_OUT_N<9>,OUTPUT,,,,,,,,
AC14,GEM_OUT_N<12>,OUTPUT,,,,,,,,
AC15,GEM_OUT_N<16>,OUTPUT,,,,,,,,
AC16,GEM_OUT_N<17>,OUTPUT,,,,,,,,
AD9,GEM_OUT_N<24>,OUTPUT,,,,,,,,
AD10,GEM_OUT_N<23>,OUTPUT,,,,,,,,
AD11,GEM_OUT_N<22>,OUTPUT,,,,,,,,
AD12,GEM_OUT_N<21>,OUTPUT,,,,,,,,
AD13,GEM_OUT_N<18>,OUTPUT,,,,,,,,
AD14,GEM_OUT_N<15>,OUTPUT,,,,,,,,
AD15,GEM_OUT_N<19>,OUTPUT,,,,,,,,
AD16,GEM_OUT_N<20>,OUTPUT,,,,,,,,
AE9,GEM_OUT_N<29>,OUTPUT,,,,,,,,
AE10,GEM_OUT_N<28>,OUTPUT,,,,,,,,
AE11,GEM_OUT_N<27>,OUTPUT,,,,,,,,
AE12,GEM_OUT_N<31>,OUTPUT,,,,,,,,
AE13,GEM_OUT_N<25>,OUTPUT,,,,,,,,
AE14,GEM_OUT_N<26>,OUTPUT,,,,,,,,
AE15,GEM_OUT_N<30>,OUTPUT,,,,,,,,
AE16,GEM_OUT_N<32>,OUTPUT,,,,,,,,
AF9,GEM_OUT_N<58>,OUTPUT,,,,,,,,
AF10,GEM_OUT_N<60>,OUTPUT,,,,,,,,
AF11,GEM_OUT_N<55>,OUTPUT,,,,,,,,
AF12,GEM_SIGNAL_AF12,OUTPUT,,,,,,,,
AF13,GEM_OUT_N<51>,OUTPUT,,,,,,,,
AF14,GEM_OUT_N<40>,OUTPUT,,,,,,,,
AF15,GEM_OUT_N<35>,OUTPUT,,,,,,,,
AF16,GEM_OUT_N<33>,OUTPUT,,,,,,,,
AG9,GEM_OUT_N<57>,OUTPUT,,,,,,,,
AG10,GEM_OUT_N<59>,OUTPUT,,,,,,,,
AG11,GEM_OUT_N<56>,OUTPUT,,,,,,,,
AG12,GEM_OUT_N<54>,OUTPUT,,,,,,,,
AG13,GEM_OUT_N<52>,OUTPUT,,,,,,,,
AG14,GEM_OUT_N<50>,OUTPUT,,,,,,,,
AG15,GEM_OUT_N<44>,OUTPUT,,,,,,,,
AG16,GEM_OUT_N<41>,OUTPUT,,,,,,,,
A9,GEM_OUT_B<2>,OUTPUT,,,,,,,,
A10,GEM_OUT_B<4>,OUTPUT,,,,,,,,
A11,GEM_OUT_B<6>,OUTPUT,,,,,,,,
A12,GEM_OUT_B<8>,OUTPUT,,,,,,,,
A13,GEM_OUT_B<10>,OUTPUT,,,,,,,,
A14,GEM_OUT_B<11>,OUTPUT,,,,,,,,
A15,GEM_SIGNAL_A15,OUTPUT,,,,,,,,
A16,GEM_OUT_B<14>,OUTPUT,,,,,,,,
B9,GEM_OUT_B<1>,OUTPUT,,,,,,,,
B10,GEM_OUT_B<3>,OUTPUT,,,,,,,,
B11,GEM_OUT_B<5>,OUTPUT,,,,,,,,
B12,GEM_OUT_B<7>,OUTPUT,,,,,,,,
B13,GEM_OUT_B<9>,OUTPUT,,,,,,,,
B14,GEM_OUT_B<12>,OUTPUT,,,,,,,,
B15,GEM_OUT_B<16>,OUTPUT,,,,,,,,
B16,GEM_OUT_B<17>,OUTPUT,,,,,,,,
C9,GEM_OUT_B<24>,OUTPUT,,,,,,,,
C10,GEM_OUT_B<23>,OUTPUT,,,,,,,,
C11,GEM_OUT_B<22>,OUTPUT,,,,,,,,
C12,GEM_OUT_B<21>,OUTPUT,,,,,,,,
C13,GEM_OUT_B<18>,OUTPUT,,,,,,,,
C14,GEM_OUT_B<15>,OUTPUT,,,,,,,,
C15,GEM_OUT_B<19>,OUTPUT,,,,,,,,
C16,GEM_OUT_B<20>,OUTPUT,,,,,,,,
D9,GEM_OUT_B<29>,OUTPUT,,,,,,,,
D10,GEM_OUT_B<28>,OUTPUT,,,,,,,,
D11,GEM_OUT_B<27>,OUTPUT,,,,,,,,
D12,GEM_OUT_B<31>,OUTPUT,,,,,,,,
D13,GEM_OUT_B<25>,OUTPUT,,,,,,,,
D14,GEM_OUT_B<26>,OUTPUT,,,,,,,,
D15,GEM_OUT_B<30>,OUTPUT,,,,,,,,
D16,GEM_OUT_B<32>,OUTPUT,,,,,,,,
E9,GEM_OUT_B<37>,OUTPUT,,,,,,,,
E10,GEM_OUT_B<38>,OUTPUT,,,,,,,,
E11,GEM_OUT_B<39>,OUTPUT,,,,,,,,
E12,GEM_OUT_B<36>,OUTPUT,,,,,,,,
E13,GEM_OUT_B<34>,OUTPUT,,,,,,,,
E14,GEM_OUT_B<40>,OUTPUT,,,,,,,,
E15,GEM_OUT_B<35>,OUTPUT,,,,,,,,
E16,GEM_OUT_B<33>,OUTPUT,,,,,,,,
F9,GEM_OUT_B<47>,OUTPUT,,,,,,,,
F10,GEM_OUT_B<48>,OUTPUT,,,,,,,,
F11,GEM_OUT_B<49>,OUTPUT,,,,,,,,
F12,GEM_OUT_B<45>,OUTPUT,,,,,,,,
F13,GEM_OUT_B<42>,OUTPUT,,,,,,,,
F14,GEM_OUT_B<50>,OUTPUT,,,,,,,,
F15,GEM_OUT_B<44>,OUTPUT,,,,,,,,
F16,GEM_OUT_B<41>,OUTPUT,,,,,,,,
G9,GEM_OUT_B<61>,OUTPUT,,,,,,,,
G10,GEM_OUT_B<62>,OUTPUT,,,,,,,,
G11,GEM_OUT_B<63>,OUTPUT,,,,,,,,
G12,GEM_OUT_B<64>,OUTPUT,,,,,,,,
G13,GEM_OUT_B<56>,OUTPUT,,,,,,,,
G14,GEM_OUT_B<53>,OUTPUT,,,,,,,,
G15,GEM_OUT_B<46>,OUTPUT,,,,,,,,
G16,GEM_OUT_B<43>,OUTPUT,,,,,,,,
H9,GEM_OUT_B<60>,OUTPUT,,,,,,,,
H10,GEM_OUT_B<59>,OUTPUT,,,,,,,,
H11,GEM_OUT_B<58>,OUTPUT,,,,,,,,
H12,GEM_OUT_B<57>,OUTPUT,,,,,,,,
H13,GEM_OUT_B<55>,OUTPUT,,,,,,,,
H14,GEM_OUT_B<54>,OUTPUT,,,,,,,,
H15,GEM_OUT_B<52>,OUTPUT,,,,,,,,
H16,GEM_OUT_B<51>,OUTPUT,,,,,,,,
A25,GEM_OUT_D<2>,OUTPUT,,,,,,,,
A26,GEM_OUT_D<4>,OUTPUT,,,,,,,,
A27,GEM_OUT_D<6>,OUTPUT,,,,,,,,
A28,GEM_OUT_D<8>,OUTPUT,,,,,,,,
A29,GEM_OUT_D<10>,OUTPUT,,,,,,,,
A30,GEM_OUT_D<11>,OUTPUT,,,,,,,,
B25,GEM_OUT_D<1>,OUTPUT,,,,,,,,
B26,GEM_OUT_D<3>,OUTPUT,,,,,,,,
B27,GEM_OUT_D<5>,OUTPUT,,,,,,,,
B28,GEM_OUT_D<7>,OUTPUT,,,,,,,,
B29,GEM_OUT_D<9>,OUTPUT,,,,,,,,
B30,GEM_OUT_D<12>,OUTPUT,,,,,,,,
C25,GEM_OUT_D<24>,OUTPUT,,,,,,,,
C26,GEM_OUT_D<23>,OUTPUT,,,,,,,,
C27,GEM_OUT_D<22>,OUTPUT,,,,,,,,
C28,GEM_OUT_D<21>,OUTPUT,,,,,,,,
C29,GEM_OUT_D<18>,OUTPUT,,,,,,,,
C30,GEM_OUT_D<15>,OUTPUT,,,,,,,,
D25,GEM_OUT_D<29>,OUTPUT,,,,,,,,
D26,GEM_OUT_D<28>,OUTPUT,,,,,,,,
D27,GEM_OUT_D<27>,OUTPUT,,,,,,,,
D28,GEM_SIGNAL_D28,OUTPUT,,,,,,,,
D29,GEM_OUT_D<31>,OUTPUT,,,,,,,,
D30,GEM_OUT_D<26>,OUTPUT,,,,,,,,
E25,GEM_OUT_D<37>,OUTPUT,,,,,,,,
E26,GEM_OUT_D<38>,OUTPUT,,,,,,,,
E27,GEM_OUT_D<39>,OUTPUT,,,,,,,,
E28,GEM_OUT_D<40>,OUTPUT,,,,,,,,
E29,GEM_OUT_D<36>,OUTPUT,,,,,,,,
E30,GEM_OUT_D<34>,OUTPUT,,,,,,,,
F25,GEM_OUT_D<47>,OUTPUT,,,,,,,,
F26,GEM_OUT_D<48>,OUTPUT,,,,,,,,
F27,GEM_OUT_D<49>,OUTPUT,,,,,,,,
F28,GEM_OUT_D<45>,OUTPUT,,,,,,,,
F29,GEM_OUT_D<42>,OUTPUT,,,,,,,,
F30,GEM_OUT_D<50>,OUTPUT,,,,,,,,
G25,GEM_OUT_D<61>,OUTPUT,,,,,,,,
G26,GEM_OUT_D<62>,OUTPUT,,,,,,,,
G27,GEM_OUT_D<63>,OUTPUT,,,,,,,,
G28,GEM_OUT_D<64>,OUTPUT,,,,,,,,
G29,GEM_OUT_D<56>,OUTPUT,,,,,,,,
G30,GEM_OUT_D<53>,OUTPUT,,,,,,,,
H25,GEM_OUT_D<60>,OUTPUT,,,,,,,,
H26,GEM_OUT_D<59>,OUTPUT,,,,,,,,
H27,GEM_OUT_D<58>,OUTPUT,,,,,,,,
H28,GEM_OUT_D<57>,OUTPUT,,,,,,,,
H29,GEM_OUT_D<55>,OUTPUT,,,,,,,,
H30,GEM_OUT_D<54>,OUTPUT,,,,,,,,
J17,GEM_OUT_G<2>,OUTPUT,,,,,,,,
J18,GEM_SIGNAL_J18,OUTPUT,,,,,,,,
J19,GEM_OUT_G<6>,OUTPUT,,,,,,,,
J20,GEM_OUT_G<8>,OUTPUT,,,,,,,,
J21,GEM_OUT_G<10>,OUTPUT,,,,,,,,
J22,GEM_OUT_G<11>,OUTPUT,,,,,,,,
J23,GEM_OUT_G<13>,OUTPUT,,,,,,,,
J24,GEM_OUT_G<14>,OUTPUT,,,,,,,,
K17,GEM_OUT_G<1>,OUTPUT,,,,,,,,
K18,GEM_OUT_G<3>,OUTPUT,,,,,,,,
K19,GEM_OUT_G<5>,OUTPUT,,,,,,,,
K20,GEM_OUT_G<7>,OUTPUT,,,,,,,,
K21,GEM_OUT_G<9>,OUTPUT,,,,,,,,
K22,GEM_OUT_G<12>,OUTPUT,,,,,,,,
K23,GEM_OUT_G<16>,OUTPUT,,,,,,,,
K24,GEM_OUT_G<17>,OUTPUT,,,,,,,,
L17,GEM_OUT_G<24>,OUTPUT,,,,,,,,
L18,GEM_OUT_G<23>,OUTPUT,,,,,,,,
L19,GEM_OUT_G<22>,OUTPUT,,,,,,,,
L20,GEM_OUT_G<21>,OUTPUT,,,,,,,,
L21,GEM_OUT_G<18>,OUTPUT,,,,,,,,
L22,GEM_OUT_G<15>,OUTPUT,,,,,,,,
L23,GEM_OUT_G<19>,OUTPUT,,,,,,,,
L24,GEM_OUT_G<20>,OUTPUT,,,,,,,,
M17,GEM_OUT_G<29>,OUTPUT,,,,,,,,
M18,GEM_OUT_G<28>,OUTPUT,,,,,,,,
M19,GEM_OUT_G<27>,OUTPUT,,,,,,,,
M20,GEM_OUT_G<31>,OUTPUT,,,,,,,,
M21,GEM_OUT_G<25>,OUTPUT,,,,,,,,
M22,GEM_OUT_G<26>,OUTPUT,,,,,,,,
M23,GEM_OUT_G<30>,OUTPUT,,,,,,,,
M24,GEM_OUT_G<32>,OUTPUT,,,,,,,,
N17,GEM_OUT_G<37>,OUTPUT,,,,,,,,
N18,GEM_OUT_G<38>,OUTPUT,,,,,,,,
N19,GEM_OUT_G<39>,OUTPUT,,,,,,,,
N20,GEM_OUT_G<36>,OUTPUT,,,,,,,,
N21,GEM_OUT_G<34>,OUTPUT,,,,,,,,
N22,GEM_OUT_G<40>,OUTPUT,,,,,,,,
N23,GEM_OUT_G<35>,OUTPUT,,,,,,,,
N24,GEM_OUT_G<33>,OUTPUT,,,,,,,,
P17,GEM_OUT_G<47>,OUTPUT,,,,,,,,
P18,GEM_OUT_G<48>,OUTPUT,,,,,,,,
P19,GEM_OUT_G<49>,OUTPUT,,,,,,,,
P20,GEM_OUT_G<45>,OUTPUT,,,,,,,,
P21,GEM_OUT_G<42>,OUTPUT,,,,,,,,
P22,GEM_OUT_G<50>,OUTPUT,,,,,,,,
P23,GEM_OUT_G<44>,OUTPUT,,,,,,,,
P24,GEM_OUT_G<41>,OUTPUT,,,,,,,,
Q17,GEM_OUT_G<61>,OUTPUT,,,,,,,,
Q18,GEM_OUT_G<62>,OUTPUT,,,,,,,,
Q19,GEM_OUT_G<63>,OUTPUT,,,,,,,,
Q20,GEM_OUT_G<64>,OUTPUT,,,,,,,,
Q21,GEM_OUT_G<56>,OUTPUT,,,,,,,,
Q22,GEM_OUT_G<53>,OUTPUT,,,,,,,,
Q23,GEM_OUT_G<46>,OUTPUT,,,,,,,,
Q24,GEM_OUT_G<43>,OUTPUT,,,,,,,,
R17,GEM_OUT_G<60>,OUTPUT,,,,,,,,
R18,GEM_OUT_G<59>,OUTPUT,,,,,,,,
R19,GEM_OUT_G<58>,OUTPUT,,,,,,,,
R20,GEM_OUT_G<57>,OUTPUT,,,,,,,,
R21,GEM_OUT_G<55>,OUTPUT,,,,,,,,
R22,GEM_OUT_G<54>,OUTPUT,,,,,,,,
R23,GEM_OUT_G<52>,OUTPUT,,,,,,,,
R24,GEM_OUT_G<51>,OUTPUT,,,,,,,,
AB1,GEM_OUT_M<2>,OUTPUT,,,,,,,,
AB2,GEM_OUT_M<4>,OUTPUT,,,,,,,,
AB3,GEM_OUT_M<6>,OUTPUT,,,,,,,,
AB4,GEM_OUT_M<8>,OUTPUT,,,,,,,,
AB5,GEM_OUT_M<10>,OUTPUT,,,,,,,,
AB6,GEM_OUT_M<11>,OUTPUT,,,,,,,,
AB7,GEM_OUT_M<13>,OUTPUT,,,,,,,,
AB8,GEM_OUT_M<14>,OUTPUT,,,,,,,,
AC1,GEM_OUT_M<1>,OUTPUT,,,,,,,,
AC2,GEM_OUT_M<3>,OUTPUT,,,,,,,,
AC3,GEM_OUT_M<5>,OUTPUT,,,,,,,,
AC4,GEM_OUT_M<7>,OUTPUT,,,,,,,,
AC5,GEM_OUT_M<9>,OUTPUT,,,,,,,,
AC6,GEM_OUT_M<12>,OUTPUT,,,,,,,,
AC7,GEM_OUT_M<16>,OUTPUT,,,,,,,,
AC8,GEM_OUT_M<17>,OUTPUT,,,,,,,,
AD1,GEM_OUT_M<24>,OUTPUT,,,,,,,,
AD2,GEM_OUT_M<23>,OUTPUT,,,,,,,,
AD3,GEM_OUT_M<22>,OUTPUT,,,,,,,,
AD4,GEM_OUT_M<21>,OUTPUT,,,,,,,,
AD5,GEM_OUT_M<18>,OUTPUT,,,,,,,,
AD6,GEM_OUT_M<15>,OUTPUT,,,,,,,,
AD7,GEM_OUT_M<19>,OUTPUT,,,,,,,,
AD8,GEM_OUT_M<20>,OUTPUT,,,,,,,,
AE1,GEM_OUT_M<29>,OUTPUT,,,,,,,,
AE2,GEM_OUT_M<28>,OUTPUT,,,,,,,,
AE3,GEM_OUT_M<27>,OUTPUT,,,,,,,,
AE4,GEM_OUT_M<31>,OUTPUT,,,,,,,,
AE5,GEM_OUT_M<25>,OUTPUT,,,,,,,,
AE6,GEM_OUT_M<26>,OUTPUT,,,,,,,,
AE7,GEM_OUT_M<30>,OUTPUT,,,,,,,,
AE8,GEM_OUT_M<32>,OUTPUT,,,,,,,,
AF1,GEM_OUT_M<58>,OUTPUT,,,,,,,,
AF2,GEM_OUT_M<60>,OUTPUT,,,,,,,,
AF3,GEM_OUT_M<55>,OUTPUT,,,,,,,,
AF4,GEM_SIGNAL_AF4,OUTPUT,,,,,,,,
AF5,GEM_OUT_M<51>,OUTPUT,,,,,,,,
AF6,GEM_OUT_M<40>,OUTPUT,,,,,,,,
AF7,GEM_OUT_M<35>,OUTPUT,,,,,,,,
AF8,GEM_OUT_M<33>,OUTPUT,,,,,,,,
AG1,GEM_OUT_M<57>,OUTPUT,,,,,,,,
AG2,GEM_OUT_M<59>,OUTPUT,,,,,,,,
AG3,GEM_OUT_M<56>,OUTPUT,,,,,,,,
AG4,GEM_OUT_M<54>,OUTPUT,,,,,,,,
AG5,GEM_OUT_M<52>,OUTPUT,,,,,,,,
AG6,GEM_OUT_M<50>,OUTPUT,,,,,,,,
AG7,GEM_OUT_M<44>,OUTPUT,,,,,,,,
AG8,GEM_OUT_M<41>,OUTPUT,,,,,,,,
A17,GEM_OUT_C<2>,OUTPUT,,,,,,,,
A18,GEM_OUT_C<4>,OUTPUT,,,,,,,,
A19,GEM_OUT_C<6>,OUTPUT,,,,,,,,
A20,GEM_OUT_C<8>,OUTPUT,,,,,,,,
A21,GEM_OUT_C<10>,OUTPUT,,,,,,,,
A22,GEM_OUT_C<11>,OUTPUT,,,,,,,,
A23,GEM_SIGNAL_A23,OUTPUT,,,,,,,,
A24,GEM_OUT_C<14>,OUTPUT,,,,,,,,
B17,GEM_OUT_C<1>,OUTPUT,,,,,,,,
B18,GEM_OUT_C<3>,OUTPUT,,,,,,,,
B19,GEM_OUT_C<5>,OUTPUT,,,,,,,,
B20,GEM_OUT_C<7>,OUTPUT,,,,,,,,
B21,GEM_OUT_C<9>,OUTPUT,,,,,,,,
B22,GEM_OUT_C<12>,OUTPUT,,,,,,,,
B23,GEM_OUT_C<16>,OUTPUT,,,,,,,,
B24,GEM_OUT_C<17>,OUTPUT,,,,,,,,
C17,GEM_OUT_C<24>,OUTPUT,,,,,,,,
C18,GEM_OUT_C<23>,OUTPUT,,,,,,,,
C19,GEM_OUT_C<22>,OUTPUT,,,,,,,,
C20,GEM_OUT_C<21>,OUTPUT,,,,,,,,
C21,GEM_OUT_C<18>,OUTPUT,,,,,,,,
C22,GEM_OUT_C<15>,OUTPUT,,,,,,,,
C23,GEM_OUT_C<19>,OUTPUT,,,,,,,,
C24,GEM_OUT_C<20>,OUTPUT,,,,,,,,
D17,GEM_OUT_C<29>,OUTPUT,,,,,,,,
D18,GEM_OUT_C<28>,OUTPUT,,,,,,,,
D19,GEM_OUT_C<27>,OUTPUT,,,,,,,,
D20,GEM_OUT_C<31>,OUTPUT,,,,,,,,
D21,GEM_OUT_C<25>,OUTPUT,,,,,,,,
D22,GEM_OUT_C<26>,OUTPUT,,,,,,,,
D23,GEM_OUT_C<30>,OUTPUT,,,,,,,,
D24,GEM_OUT_C<32>,OUTPUT,,,,,,,,
E17,GEM_OUT_C<37>,OUTPUT,,,,,,,,
E18,GEM_OUT_C<38>,OUTPUT,,,,,,,,
E19,GEM_OUT_C<39>,OUTPUT,,,,,,,,
E20,GEM_OUT_C<36>,OUTPUT,,,,,,,,
E21,GEM_OUT_C<34>,OUTPUT,,,,,,,,
E22,GEM_OUT_C<40>,OUTPUT,,,,,,,,
E23,GEM_OUT_C<35>,OUTPUT,,,,,,,,
E24,GEM_OUT_C<33>,OUTPUT,,,,,,,,
F17,GEM_OUT_C<47>,OUTPUT,,,,,,,,
F18,GEM_OUT_C<48>,OUTPUT,,,,,,,,
F19,GEM_OUT_C<49>,OUTPUT,,,,,,,,
F20,GEM_OUT_C<45>,OUTPUT,,,,,,,,
F21,GEM_OUT_C<42>,OUTPUT,,,,,,,,
F22,GEM_OUT_C<50>,OUTPUT,,,,,,,,
F23,GEM_OUT_C<44>,OUTPUT,,,,,,,,
F24,GEM_OUT_C<41>,OUTPUT,,,,,,,,
G17,GEM_OUT_C<61>,OUTPUT,,,,,,,,
G18,GEM_OUT_C<62>,OUTPUT,,,,,,,,
G19,GEM_OUT_C<63>,OUTPUT,,,,,,,,
G20,GEM_OUT_C<64>,OUTPUT,,,,,,,,
G21,GEM_OUT_C<56>,OUTPUT,,,,,,,,
G22,GEM_OUT_C<53>,OUTPUT,,,,,,,,
G23,GEM_OUT_C<46>,OUTPUT,,,,,,,,
G24,GEM_OUT_C<43>,OUTPUT,,,,,,,,
H17,GEM_OUT_C<60>,OUTPUT,,,,,,,,
H18,GEM_OUT_C<59>,OUTPUT,,,,,,,,
H19,GEM_OUT_C<58>,OUTPUT,,,,,,,,
H20,GEM_OUT_C<57>,OUTPUT,,,,,,,,
H21,GEM_OUT_C<55>,OUTPUT,,,,,,,,
H22,GEM_OUT_C<54>,OUTPUT,,,,,,,,
H23,GEM_OUT_C<52>,OUTPUT,,,,,,,,
H24,GEM_OUT_C<51>,OUTPUT,,,,,,,,
AB25,GEM_OUT_P<2>,OUTPUT,,,,,,,,
AB26,GEM_OUT_P<4>,OUTPUT,,,,,,,,
AB27,GEM_OUT_P<6>,OUTPUT,,,,,,,,
AB28,GEM_OUT_P<8>,OUTPUT,,,,,,,,
AB29,GEM_OUT_P<10>,OUTPUT,,,,,,,,
AB30,GEM_OUT_P<11>,OUTPUT,,,,,,,,
AC25,GEM_OUT_P<1>,OUTPUT,,,,,,,,
AC26,GEM_OUT_P<3>,OUTPUT,,,,,,,,
AC27,GEM_OUT_P<5>,OUTPUT,,,,,,,,
