-1.220404e-007 2.144
-1.216404e-007 2.1421
-1.212404e-007 2.1443
-1.208404e-007 2.1424
-1.204404e-007 2.1404
-1.200404e-007 2.1442
-1.196404e-007 2.143
-1.192404e-007 2.1435
-1.188404e-007 2.1432
-1.184404e-007 2.1422
-1.180404e-007 2.1481
-1.176404e-007 2.1428
-1.172404e-007 2.1482
-1.168404e-007 2.1485
-1.164404e-007 2.1452
-1.160404e-007 2.1504
-1.156404e-007 2.1462
-1.152404e-007 2.1502
-1.148404e-007 2.1499
-1.144404e-007 2.1482
-1.140404e-007 2.1514
-1.136404e-007 2.1505
-1.132404e-007 2.1522
-1.128404e-007 2.1497
-1.124404e-007 2.1533
-1.120404e-007 2.1522
-1.116404e-007 2.1507
-1.112404e-007 2.1562
-1.108404e-007 2.1557
-1.104404e-007 2.153
-1.100404e-007 2.1574
-1.096404e-007 2.1543
-1.092404e-007 2.1554
-1.088404e-007 2.1591
-1.084404e-007 2.157
-1.080404e-007 2.1588
-1.076404e-007 2.161
-1.072404e-007 2.1602
-1.068404e-007 2.1612
-1.064404e-007 2.1604
-1.060404e-007 2.159
-1.056404e-007 2.1609
-1.052404e-007 2.1639
-1.048404e-007 2.1635
-1.044404e-007 2.1655
-1.040404e-007 2.1628
-1.036404e-007 2.1642
-1.032404e-007 2.1655
-1.028404e-007 2.1665
-1.024404e-007 2.1709
-1.020404e-007 2.1662
-1.016404e-007 2.1684
-1.012404e-007 2.1678
-1.008404e-007 2.1676
-1.004404e-007 2.17
-1.000404e-007 2.1666
-9.964039e-008 2.1686
-9.924039e-008 2.1696
-9.884039e-008 2.1702
-9.844039e-008 2.1731
-9.804039e-008 2.1763
-9.764039e-008 2.1746
-9.724039e-008 2.1765
-9.684039e-008 2.1763
-9.644039e-008 2.1779
-9.604039e-008 2.1793
-9.564039e-008 2.1805
-9.524039e-008 2.1764
-9.484039e-008 2.1819
-9.444039e-008 2.1785
-9.404039e-008 2.178
-9.364039e-008 2.18
-9.324039e-008 2.1803
-9.284039e-008 2.1832
-9.244039e-008 2.1844
-9.204039e-008 2.1816
-9.164039e-008 2.1837
-9.124039e-008 2.1838
-9.084039e-008 2.1869
-9.044039e-008 2.1902
-9.004039e-008 2.1907
-8.964039e-008 2.1898
-8.924039e-008 2.1912
-8.884039e-008 2.1907
-8.844039e-008 2.1897
-8.804039e-008 2.1931
-8.764039e-008 2.191
-8.724039e-008 2.1898
-8.684039e-008 2.1906
-8.644039e-008 2.1931
-8.604039e-008 2.1924
-8.564039e-008 2.1965
-8.524039e-008 2.1947
-8.484039e-008 2.1954
-8.444039e-008 2.1981
-8.404039e-008 2.1969
-8.364039e-008 2.2005
-8.324039e-008 2.1991
-8.284039e-008 2.1989
-8.244039e-008 2.1993
-8.204039e-008 2.1975
